Sektor,Kõrgemal seisev asutus,Registrikood,Üksuse nimi,Üksuse liik,Muudatused
KOV,Tapa Vallavalitsus,75019572,Lasteaed Pisipõnn,valla või linna ametiasutuste hallatav asutus,
KOV,Tapa Vallavalitsus,75019589,Lasteaed Vikerkaar,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75019632,Pärsama Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75019684,Leisi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Saku Vallavalitsus,75019744,Saku Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Saku Vallavalitsus,75019750,Kurtna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Saku Vallavalitsus,75019773,Saku Lasteaed Päikesekild,valla või linna ametiasutuste hallatav asutus,
KOV,Saku Vallavalitsus,75019787,Saku Lasteaed Terake,valla või linna ametiasutuste hallatav asutus,
KOV,Saku Vallavalitsus,75019796,Saku Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Saku Vallavalitsus,75019804,Saku Vallaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Hiiumaa Vallavalitsus,75019856,Pühalepa Vaba Aja Keskus,valla või linna ametiasutus,
KOV,Hiiumaa Vallavalitsus,75019885,Pühalepa Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Hiiumaa Vallavalitsus,75019922,Palade Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020003,Võrumaa Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020017,Võru Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020032,Võru Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020055,Võru Lasteaed Okasroosike,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020061,Võru Lasteaed Sõleke,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020078,Võru Lasteaed Punamütsike,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020084,Võru Lasteaed Päkapikk,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020090,Võru Järve Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75020144,Võru Kesklinna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75020181,Padise Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75020204,Lääne-Harju Kultuuri- ja Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75020233,Risti Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Räpina Vallavalitsus,75020300,Viluste Kool,valla või linna ametiasutus,
KOV,Räpina Vallavalitsus,75020316,Leevi Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75020345,Laeva Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75020351,Laeva Kultuurimaja,valla või linna ametiasutus,
KOV,Tartu Vallavalitsus,75020374,Laeva Rahvaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Vinni Vallavalitsus,75020428,Ulvi Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Vinni Vallavalitsus,75020434,Ulvi Kodu,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020457,Pöide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viru-Nigula vallavalitsus,75020517,Viru-Nigula Sotsiaalhoolekande Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viru-Nigula vallavalitsus,75020523,Viru-Nigula valla lasteaed Kelluke,valla või linna ametiasutuste hallatav asutus,
KOV,Viru-Nigula vallavalitsus,75020552,Viru-Nigula valla muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Viru-Nigula vallavalitsus,75020569,Viru-Nigula valla raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Viru-Nigula vallavalitsus,75020581,Viru-Nigula valla kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020606,Kärla Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020612,Kärla Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Hiiumaa Vallavalitsus,75020641,Palade Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020664,Valjala Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020670,Valjala Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020724,Orissaare Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020730,Orissaare Lasteaed Päikesekiir,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020769,Orissaare Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75020807,Laimjala Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Muhu Vallavalitsus,75020871,Hellamaa Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Muhu Vallavalitsus,75020888,Liiva Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Muhu Vallavalitsus,75020894,Muhu Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Muhu Vallavalitsus,75020919,Muhu Lasteaed Munuke,valla või linna ametiasutuste hallatav asutus,
KOV,Muhu Vallavalitsus,75020925,Muhu Valla Kommunaalamet,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75020948,Rapla Lasteaed Päkapikk,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75020954,Rapla Lasteaed Naksitrallid,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75020960,Rapla Lasteaed Kelluke,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021008,Järvakandi Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75021043,Vastseliina Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75021066,Vastseliina Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75021103,Vastseliina Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75021149,Paldiski Vene Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75021155,Paldiski Lasteaed Naerulind,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75021161,Paldiski Lasteaed Sipsik,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75021184,Lääne-Harju Valla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Haljala Vallavalitsus,75021238,Haljala Vallaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75021244,Tallinna Botaanikaaed,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75021285,Viimsi Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75021296,Viimsi Muusikakool,valla või linna ametiasutus,
KOV,Viimsi Vallavalitsus,75021304,Viimsi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75021327,Prangli Tervishoiupunkt,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75021333,Püünsi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75021356,Parksepa Keskkool,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75021362,Puiga Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75021379,Võru valla lasteaed Lõunapärlid,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75021385,Puiga Lasteaed Siilike,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75021422,Võru Vallaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Muhu Vallavalitsus,75021468,Muhu Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75021586,Salme Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75021592,Salme Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75021617,Puhja Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75021633,Puhja Lasteaed Pääsusilm,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75021652,Puhja Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75021681,Puhja Seltsimaja,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75021698,Munitsipaallasteasutus Viimsi Lasteaiad,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75021706,Viimsi Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75021712,Prangli Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021758,Kehtna Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021770,Valtu Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021787,Eidapere Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021793,Kehtna Klubi,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021801,Lelle Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021818,Valtu Seltsimaja,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021847,Kehtna Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021907,Kehtna Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75021959,Kehtna Kunstide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75021988,Kirivere Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75021994,Pilistvere Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75022031,Pilistvere Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75022077,Kihelkonna Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75022095,Kihelkonna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Kiili Vallavalitsus,75022203,Kiili Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Kiili Vallavalitsus,75022214,Kiili Kunstide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75022232,Siimusti Lastekeskus Metsatareke,valla või linna ametiasutuste hallatav asutus,
KOV,Antsla Vallavalitsus,75022249,Linda Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Antsla Vallavalitsus,75022255,Tsooru Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75022344,Kaali Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75022396,Ulila Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Lääneranna Vallavalitsus,75022404,Lihula Muusika- ja Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Vormsi Vallavalitsus,75022433,Vormsi Lasteaed-Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Vormsi Vallavalitsus,75022443,Vormsi Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Haapsalu Linnavalitsus,75022485,Uuemõisa Lasteaed-Algkool,valla või linna ametiasutuste hallatav asutus,
KOV,Haapsalu Linnavalitsus,75022508,Ridala Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75022539,Tallinna Lastekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Maardu Linnavalitsus,75022545,Maardu Linna Haldusbüroo,valla või linna ametiasutuste hallatav asutus,
KOV,Väike-Maarja Vallavalitsus,75022551,Tammiku Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Kuusalu Vallavalitsus,75022574,Kuusalu Keskkool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75022597,Võhma Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75022628,Võhma Lasteaed Mänguveski,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75022634,Järvakandi Kultuurihall,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75022640,Järvakandi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75022657,Järvakandi Lasteaed Pesamuna,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,75022663,Järvakandi Klaasimuuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Loksa Linnavalitsus,75022737,Loksa Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022752,Märjamaa Ujula,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022769,Märjamaa Sotsiaalkeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022781,Märjamaa Valla Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022798,Märjamaa Valla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022806,Märjamaa Muusika- ja Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022812,Märjamaa Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022829,Märjamaa Lasteaed Pillerpall,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022841,Varbola Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022864,Sillaotsa Talumuuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022887,Valgu Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022966,Haimre Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75022976,Valgu Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Põlva Vallavalitsus,75023007,Ahja Kultuurimaja,valla või linna ametiasutus,
KOV,Rapla Vallavalitsus,75023102,Kabala Lasteaed-Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Ruhnu Vallavalitsus,75023183,Ruhnu Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Ruhnu Vallavalitsus,75023199,Ruhnu Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75023214,Lilli Külamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75023237,Karksi Külamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75023253,Karksi-Nuia Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75023272,Kuressaare Tuulte Roosi Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75023289,Kuressaare Ristiku Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75023295,Kuressaare Pargi Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75023303,Kuressaare Rohu Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75023332,Kuressaare Ida-Niidu Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75023349,Joosep Aaviku nimeline Kuressaare Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75023355,Saare Maakonna Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75023384,Tahkuranna Lasteaed-Algkool,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75023390,Võiste Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75023409,Uulu Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75023438,Uulu Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Loksa Linnavalitsus,75023444,Loksa Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Loksa Linnavalitsus,75023450,Loksa Lasteaed Õnnetriinu,valla või linna ametiasutuste hallatav asutus,
KOV,Loksa Linnavalitsus,75023467,Loksa Linnaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75023616,Konguta Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75023622,Konguta Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75023639,Konguta Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75023674,Sadala Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75023680,Carl Robert Jakobsoni nimeline Torma Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75023757,Tallinna Linnavaraamet,valla või linna ametiasutus,
KOV,Toila Vallavalitsus,75023776,Toila valla Spordi- ja Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75023800,Tallinna Sotsiaaltöö Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75023817,Tallinna Strateegiakeskus,valla või linna ametiasutus,
KOV,Tallinna Linnakantselei,75023823,Tallinna Linnaplaneerimise Amet,valla või linna ametiasutus,
KOV,Rapla Vallavalitsus,75023846,Juuru ja Kaiu Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75023869,Lasteaed Sinilill,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75023881,Juuru Eduard Vilde Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75023912,Juuru Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Kiili Vallavalitsus,75023929,Kiili Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Mustvee Vallavalitsus,75024001,Avinurme Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Mustvee Vallavalitsus,75024018,Avinurme Lasteaed Naerulind,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75024047,Vana-Vigala Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75024053,Kivi-Vigala Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75024063,Vana-Vigala Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75024107,Vana-Vigala Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,75024113,Kivi-Vigala Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Haljala Vallavalitsus,75024142,Haljala valla kultuuri- ja vabaajakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75024165,Piirissaare Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75024194,Rapla Hooldekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75024202,Rapla Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75024219,Rapla Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75024225,Rapla Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75024231,Rapla Vesiroosi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75024254,Padise Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024260,Narva Linnavalitsuse Kultuuriosakond,valla või linna ametiasutus,
KOV,Narva Linnakantselei,75024283,Narva Laste Loomemaja,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75024308,Tartu Rakenduslik Kolledž,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024314,Narva Kultuurimaja Rugodiv,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024337,Narva Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024357,Narva Pähklimäe Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024411,Narva Lasteaed Sädemeke,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024426,Narva Lasteaed Pingviin,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024449,Narva Paemurru Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024461,Narva Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75024484,Narva Linna Sümfooniaorkester,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75024521,Kuressaare Täiskasvanute Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75024538,Kuressaare Hariduse Kool,valla või linna ametiasutus,
KOV,Saaremaa Vallavalitsus,75024544,Saaremaa Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75024567,Kuressaare Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75024596,Saaremaa Noorsootöö Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75024604,Kuressaare Vanalinna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Setomaa Vallavalitsus,75024627,Setomaa Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Alutaguse Vallavalitsus,75024685,Mäetaguse Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Anija Vallavalitsus,75024722,Alavere Lasteaed-Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Anija Vallavalitsus,75024780,Anija Valla Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Sillamäe Linnavalitsus,75024828,Sillamäe Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Vinni Vallavalitsus,75024870,Tammiku Kodu,valla või linna ametiasutuste hallatav asutus,
KOV,Alutaguse Vallavalitsus,75024923,Illuka Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Kohila Vallavalitsus,75024969,Prillimäe Lasteaed Põnnipere,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75024998,Viiratsi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75025006,Kalmetu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Maardu Linnavalitsus,75025035,Maardu Linnaarhiiv,valla või linna ametiasutus,
KOV,Rakvere Linnavalitsus,75025087,Rakvere Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Rakvere Linnavalitsus,75025124,Rakvere Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Rakvere Linnavalitsus,75025130,Rakvere Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Rakvere Linnavalitsus,75025147,Rakvere Linna Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Rakvere Linnavalitsus,75025153,Rakvere Reaalkool,valla või linna ametiasutuste hallatav asutus,
KOV,Rakvere Linnavalitsus,75025182,Rakvere Vabaduse Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75025207,Rapla Kesklinna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Setomaa Vallavalitsus,75025221,Setomaa Muuseumid,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75025265,Viiratsi Lasteaed Rüblik,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75025302,Viiratsi Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75025319,Tänassilma Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75025420,Kaiu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75025472,Põhja-Sakala Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kose Vallavalitsus,75025495,Kose Avatud Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kuusalu Vallavalitsus,75025515,Hugo Lepnurme Kuusalu Kunstide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Kuusalu Vallavalitsus,75025526,Kuusalu Lasteaed Jussike,valla või linna ametiasutuste hallatav asutus,
KOV,Kuusalu Vallavalitsus,75025532,Kolga Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Põltsamaa Vallavalitsus,75025590,Puurmani Mõisakool,valla või linna ametiasutus,
KOV,Järva Vallavalitsus,75025615,Järva Valla Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75025638,Põhja-Pärnumaa Sotsiaalkeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75025667,Laupa Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Setomaa Vallavalitsus,75025839,Setomaa Vallaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Setomaa Vallavalitsus,75025845,Setomaa Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Setomaa Vallavalitsus,75025868,Setomaa Lasteaed,valla või linna ametiasutus,
KOV,Setomaa Vallavalitsus,75025874,Setomaa Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Kuusalu Vallavalitsus,75025905,Kolga Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Kuusalu Vallavalitsus,75025963,Kolga Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõelähtme Vallavalitsus,75026023,Jõelähtme valla keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Jõelähtme Vallavalitsus,75026069,Jõelähtme Valla Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Rae Vallavalitsus,75026129,Rae Huvialakool,valla või linna ametiasutuste hallatav asutus,
KOV,Rae Vallavalitsus,75026135,Rae Sotsiaalkeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Rae Vallavalitsus,75026158,Rae Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Rae Vallavalitsus,75026170,Rae Valla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
