Sektor,Kõrgemal seisev asutus,Registrikood,Üksuse nimi,Üksuse liik,Muudatused
KOV,Pärnu Linnavalitsus,75000064,Pärnu Linnavalitsus,valla või linna ametiasutus,
KOV,Kohtla-Järve Linnavalitsus,75001017,Kohtla-Järve Linnavalitsus,valla või linna ametiasutus,
KOV,Toila Vallavalitsus,75001477,Toila Vallavalitsus,valla või linna ametiasutus,
KOV,Otepää Vallavalitsus,75001566,Otepää Vallavalitsus,valla või linna ametiasutus,
KOV,Luunja Vallavalitsus,75003476,Luunja Vallavalitsus,valla või linna ametiasutus,
KOV,Sillamäe Linnavalitsus,75003909,Sillamäe Linnavalitsus,valla või linna ametiasutus,
KOV,Kihnu Vallavalitsus,75003967,Kihnu Vallavalitsus,valla või linna ametiasutus,
KOV,Viljandi Linnavalitsus,75005222,Viljandi Linnavalitsus,valla või linna ametiasutus,
KOV,Tartu Vallavalitsus,75006486,Tartu Vallavalitsus,valla või linna ametiasutus,
KOV,Tartu Linnavalitsus,75006546,Tartu Linnavalitsus,valla või linna ametiasutus,
KOV,Kadrina Vallavalitsus,75007824,Kadrina Vallavalitsus,valla või linna ametiasutus,
KOV,Vinni Vallavalitsus,75008746,Vinni Vallavalitsus,valla või linna ametiasutus,
KOV,Antsla Vallavalitsus,75010418,Antsla Vallavalitsus,valla või linna ametiasutus,
KOV,Raasiku Vallavalitsus,75010708,Raasiku Vallavalitsus,valla või linna ametiasutus,
KOV,Maardu Linnavalitsus,75011470,Maardu Linnavalitsus,valla või linna ametiasutus,
KOV,Kose Vallavalitsus,75011547,Kose Vallavalitsus,valla või linna ametiasutus,
KOV,Väike-Maarja Vallavalitsus,75011694,Väike-Maarja Vallavalitsus,valla või linna ametiasutus,
KOV,Haapsalu Linnavalitsus,75012802,Haapsalu Linnavalitsus,valla või linna ametiasutus,
KOV,Haljala Vallavalitsus,75013144,Haljala Vallavalitsus,valla või linna ametiasutus,
KOV,Loksa Linnavalitsus,75013457,Loksa Linnavalitsus,valla või linna ametiasutus,
KOV,Harku Vallavalitsus,75014132,Harku Vallavalitsus,valla või linna ametiasutus,
KOV,Keila Linnavalitsus,75014422,Keila Linnavalitsus,valla või linna ametiasutus,
KOV,Tallinna Linnakantselei,75014920,Tallinna Linnakantselei,valla või linna ametiasutus,
KOV,Muhu Vallavalitsus,75018710,Muhu Vallavalitsus,valla või linna ametiasutus,
KOV,Anija Vallavalitsus,75018816,Anija Vallavalitsus,valla või linna ametiasutus,
KOV,Kohila Vallavalitsus,75018851,Kohila Vallavalitsus,valla või linna ametiasutus,
KOV,Saku Vallavalitsus,75019738,Saku Vallavalitsus,valla või linna ametiasutus,
KOV,Võru Linnavalitsus,75019980,Võru Linnavalitsus,valla või linna ametiasutus,
KOV,Viru-Nigula vallavalitsus,75020500,Viru-Nigula vallavalitsus,valla või linna ametiasutus,
KOV,Kiili Vallavalitsus,75020983,Kiili Vallavalitsus,valla või linna ametiasutus,
KOV,Viimsi Vallavalitsus,75021250,Viimsi Vallavalitsus,valla või linna ametiasutus,
KOV,Vormsi Vallavalitsus,75022427,Vormsi Vallavalitsus,valla või linna ametiasutus,
KOV,Ruhnu Vallavalitsus,75023177,Ruhnu Vallavalitsus,valla või linna ametiasutuste hallatav asutus,
KOV,Setomaa Vallavalitsus,75025041,Setomaa Vallavalitsus,valla või linna ametiasutus,
KOV,Rakvere Linnavalitsus,75025064,Rakvere Linnavalitsus,valla või linna ametiasutus,
KOV,Räpina Vallavalitsus,75025503,Räpina Vallavalitsus,valla või linna ametiasutus,
KOV,Jõelähtme Vallavalitsus,75025973,Jõelähtme Vallavalitsus,valla või linna ametiasutus,
KOV,Rae Vallavalitsus,75026106,Rae Vallavalitsus,valla või linna ametiasutus,
KOV,Saarde Vallavalitsus,75033454,Saarde Vallavalitsus,valla või linna ametiasutus,
KOV,Türi Vallavalitsus,75033460,Türi Vallavalitsus,valla või linna ametiasutus,
KOV,Tapa Vallavalitsus,75033477,Tapa Vallavalitsus,valla või linna ametiasutus,
KOV,Jõhvi Vallavalitsus,75033483,Jõhvi Vallavalitsus,valla või linna ametiasutus,
KOV,Kuusalu Vallavalitsus,75033496,Kuusalu Vallavalitsus,valla või linna ametiasutus,
KOV,Põlva Vallavalitsus,75038581,Põlva Vallavalitsus,valla või linna ametiasutus,
KOV,Lääne-Nigula Vallavalitsus,75038598,Lääne-Nigula Vallavalitsus,valla või linna ametiasutus,
KOV,Viljandi Vallavalitsus,75038606,Viljandi Vallavalitsus,valla või linna ametiasutus,
KOV,Elva Vallavalitsus,77000170,Elva Vallavalitsus,valla või linna ametiasutus,
KOV,Kanepi Vallavalitsus,77000186,Kanepi Vallavalitsus,valla või linna ametiasutus,
KOV,Peipsiääre Vallavalitsus,77000192,Peipsiääre Vallavalitsus,valla või linna ametiasutus,
KOV,Lääne-Harju Vallavalitsus,77000200,Lääne-Harju Vallavalitsus,valla või linna ametiasutus,
KOV,Rõuge Vallavalitsus,77000217,Rõuge Vallavalitsus,valla või linna ametiasutus,
KOV,Lüganuse Vallavalitsus,77000223,Lüganuse Vallavalitsus,valla või linna ametiasutus,
KOV,Põhja-Pärnumaa Vallavalitsus,77000234,Põhja-Pärnumaa Vallavalitsus,valla või linna ametiasutus,
KOV,Paide Linnavalitsus,77000246,Paide Linnavalitsus,valla või linna ametiasutus,
KOV,Kehtna Vallavalitsus,77000252,Kehtna Vallavalitsus,valla või linna ametiasutus,
KOV,Häädemeeste Vallavalitsus,77000269,Häädemeeste Vallavalitsus,valla või linna ametiasutus,
KOV,Kambja Vallavalitsus,77000275,Kambja Vallavalitsus,valla või linna ametiasutus,
KOV,Alutaguse Vallavalitsus,77000281,Alutaguse Vallavalitsus,valla või linna ametiasutus,
KOV,Lääneranna Vallavalitsus,77000298,Lääneranna Vallavalitsus,valla või linna ametiasutus,
KOV,Saaremaa Vallavalitsus,77000306,Saaremaa Vallavalitsus,valla või linna ametiasutus,
KOV,Rapla Vallavalitsus,77000312,Rapla Vallavalitsus,valla või linna ametiasutus,
KOV,Rakvere Vallavalitsus,77000329,Rakvere Vallavalitsus,valla või linna ametiasutus,
KOV,Järva Vallavalitsus,77000335,Järva Vallavalitsus,valla või linna ametiasutus,
KOV,Tori Vallavalitsus,77000341,Tori Vallavalitsus,valla või linna ametiasutus,
KOV,Põltsamaa Vallavalitsus,77000358,Põltsamaa Vallavalitsus,valla või linna ametiasutus,
KOV,Mustvee Vallavalitsus,77000364,Mustvee Vallavalitsus,valla või linna ametiasutus,
KOV,Kastre Vallavalitsus,77000370,Kastre Vallavalitsus,valla või linna ametiasutus,
KOV,Võru Vallavalitsus,77000393,Võru Vallavalitsus,valla või linna ametiasutus,
KOV,Jõgeva Vallavalitsus,77000401,Jõgeva Vallavalitsus,valla või linna ametiasutus,
KOV,Tõrva Vallavalitsus,77000418,Tõrva Vallavalitsus,valla või linna ametiasutus,
KOV,Hiiumaa Vallavalitsus,77000424,Hiiumaa Vallavalitsus,valla või linna ametiasutus,
KOV,Saue Vallavalitsus,77000430,Saue Vallavalitsus,valla või linna ametiasutus,
KOV,Märjamaa Vallavalitsus,77000447,Märjamaa Vallavalitsus,valla või linna ametiasutus,
KOV,Mulgi Vallavalitsus,77000453,Mulgi Vallavalitsus,valla või linna ametiasutus,
KOV,Põhja-Sakala Vallavalitsus,77000463,Põhja-Sakala Vallavalitsus,valla või linna ametiasutus,
KOV,Narva-Jõesuu Linnavalitsus,77000499,Narva-Jõesuu Linnavalitsus,valla või linna ametiasutus,
KOV,Valga Vallavalitsus,77000507,Valga Vallavalitsus,valla või linna ametiasutus,
KOV,Narva Linnakantselei,75008485,Narva Linnakantselei,valla või linna ametiasutus,
KOV,Nõo vallavalitsus,75007942,Nõo Vallavalitsus,valla või linna ametiasutus,
KOV,mitme KOVi poolt asutatud,10089550,osaühing SÕNUMITOOJA,äriühingud ja tulundusasutused,
KOV,Maardu Linnavalitsus,10092428,Aktsiaselts Maardu Elamu,äriühingud ja tulundusasutused,
KOV,mitme KOVi poolt asutatud,10220275,Aktsiaselts Järvamaa Haigla,äriühingud ja tulundusasutused,
KOV,Keila Linnavalitsus,10221854,Aktsiaselts Keila Vesi,äriühingud ja tulundusasutused,
KOV,Märjamaa Vallavalitsus,10258478,Märjamaa Haigla AS,äriühingud ja tulundusasutused,
KOV,Vinni Vallavalitsus,10268123,Osaühing Roela Soojus,äriühingud ja tulundusasutused,
KOV,Kohtla-Järve Linnavalitsus,10268560,Osaühing OSK GRUPP,äriühingud ja tulundusasutused,
KOV,Kadrina Vallavalitsus,10268985,Osaühing Kadrina Kommunaal,äriühingud ja tulundusasutused,
KOV,Tartu Vallavalitsus,10290080,Osaühing TARTU VALLA HALDUS,äriühingud ja tulundusasutused,
KOV,Põltsamaa Vallavalitsus,10291205,Põltsamaa Vallavara OÜ,äriühingud ja tulundusasutused,
KOV,Tapa Vallavalitsus,10293718,OÜ TAPA VESI,äriühingud ja tulundusasutused,
KOV,Räpina Vallavalitsus,10301412,aktsiaselts RÄPINA HAIGLA,äriühingud ja tulundusasutused,
KOV,Tallinna Linnakantselei,10312960,Aktsiaselts Tallinna Linnatransport,äriühingud ja tulundusasutused,
KOV,Jõgeva Vallavalitsus,10320390,Enveko OÜ,äriühingud ja tulundusasutused,
KOV,Setomaa Vallavalitsus,10322845,OÜ Setomaa Haldus,äriühingud ja tulundusasutused,
KOV,Otepää Vallavalitsus,10352579,OÜ Otepää Kommunaal,äriühingud ja tulundusasutused,
KOV,Rõuge Vallavalitsus,10353308,OÜ Rõuge Kommunaalteenus,äriühingud ja tulundusasutused,
KOV,Saarde Vallavalitsus,10357565,Osaühing Saarde Kommunaal,äriühingud ja tulundusasutused,
KOV,Viimsi Vallavalitsus,10459165,aktsiaselts Rannapere Pansionaat,äriühingud ja tulundusasutused,
KOV,Võru Vallavalitsus,10471930,osaühing Vastseliina Hambaravi,äriühingud ja tulundusasutused,
KOV,Mulgi Vallavalitsus,10531980,Osaühing Mulgi Vallahaldus,äriühingud ja tulundusasutused,
KOV,Keila Linnavalitsus,10571548,osaühing Keila Tervisekeskus,äriühingud ja tulundusasutused,
KOV,Viimsi Vallavalitsus,10618178,Osaühing Viimsi Haldus,äriühingud ja tulundusasutused,
KOV,Jõgeva Vallavalitsus,10695523,"Osaühing Jõgeva Sotsiaalkeskus ""Elukaar""",äriühingud ja tulundusasutused,
KOV,Harku Vallavalitsus,10731164,Osaühing Strantum,äriühingud ja tulundusasutused,
KOV,Saue Vallavalitsus,10784209,OÜ Laagri Haridus- ja Spordikeskus,äriühingud ja tulundusasutused,
KOV,Tallinna Linnakantselei,10822068,aktsiaselts Ida-Tallinna Keskhaigla,äriühingud ja tulundusasutused,
KOV,Tallinna Linnakantselei,10822269,Aktsiaselts Lääne-Tallinna Keskhaigla,äriühingud ja tulundusasutused,
KOV,Lääne-Harju Vallavalitsus,10827611,OÜ Karjaküla Sotsiaalkeskus,äriühingud ja tulundusasutused,
KOV,Narva-Jõesuu Linnavalitsus,10830458,Aktsiaselts NARVA-JÕESUU KOMMUNAAL,äriühingud ja tulundusasutused,
KOV,Tõrva Vallavalitsus,10831216,AS Tõrva Tervisekeskus,äriühingud ja tulundusasutused,
KOV,Kambja Vallavalitsus,10835728,OÜ Olme,äriühingud ja tulundusasutused,
KOV,Kambja Vallavalitsus,10835734,OÜ Ülenurme Teed,äriühingud ja tulundusasutused,
KOV,mitme KOVi poolt asutatud,10856624,Aktsiaselts Rakvere Haigla,äriühingud ja tulundusasutused,
KOV,Tapa Vallavalitsus,10856825,Tamsalu Perearstid Osaühing,äriühingud ja tulundusasutused,
KOV,Alutaguse Vallavalitsus,11001422,Alutaguse Haldus Osaühing,äriühingud ja tulundusasutused,
KOV,mitme KOVi poolt asutatud,11055659,Aktsiaselts Matsalu Veevärk,äriühingud ja tulundusasutused,
KOV,Põhja-Sakala Vallavalitsus,11351613,Aktsiaselts Põhja-Sakala Haldus,äriühingud ja tulundusasutused,
KOV,Elva Vallavalitsus,11439880,Elva Varahalduse OÜ,äriühingud ja tulundusasutused,
KOV,Lääne-Harju Vallavalitsus,11492271,Aktsiaselts Lahevesi,äriühingud ja tulundusasutused,
KOV,Mustvee Vallavalitsus,11538429,Mustvee Haldus Osaühing,äriühingud ja tulundusasutused,
KOV,Tallinna Linnakantselei,12040571,Osaühing Tallinna Perearstikeskus,äriühingud ja tulundusasutused,
KOV,Võru Linnavalitsus,12382372,Taristuhaldus OÜ,äriühingud ja tulundusasutused,
KOV,Antsla Vallavalitsus,12395722,Urvaste Valla Veevärk Osaühing,äriühingud ja tulundusasutused,
KOV,Haapsalu Linnavalitsus,12778414,osaühing Haapsalu Linnahooldus,äriühingud ja tulundusasutused,
KOV,Maardu Linnavalitsus,14088607,Osaühing Kroodi Vesi,äriühingud ja tulundusasutused,
KOV,Väike-Maarja Vallavalitsus,14122379,Väike-Maarja Tervisekeskus OÜ,äriühingud ja tulundusasutused,
KOV,Saue Vallavalitsus,14259167,Osaühing Saue Spordirajatised,äriühingud ja tulundusasutused,
KOV,Märjamaa Vallavalitsus,14325792,OÜ Vigala Hooldekodu,äriühingud ja tulundusasutused,
KOV,mitme KOVi poolt asutatud,14337542,Osaühing Digisaar,äriühingud ja tulundusasutused,
KOV,Lääne-Nigula Vallavalitsus,14381023,osaühing Maali Üürimaja,äriühingud ja tulundusasutused,
KOV,Kehtna Vallavalitsus,14446521,Osaühing Valtu Spordimaja,äriühingud ja tulundusasutused,
KOV,Põhja-Sakala Vallavalitsus,14465547,KOKSVERE MAJA OÜ,äriühingud ja tulundusasutused,
KOV,Lääne-Nigula Vallavalitsus,14646705,OÜ Lääne-Nigula Hooldekodud,äriühingud ja tulundusasutused,
KOV,Lääne-Nigula Vallavalitsus,14766527,OÜ Oru Kultuurisaal,äriühingud ja tulundusasutused,
KOV,Luunja Vallavalitsus,16558164,OÜ Luunja Sport,äriühingud ja tulundusasutused,
KOV,mitme KOVi poolt asutatud,16776116,AS Koeru Hooldekeskus,äriühingud ja tulundusasutused,
KOV,Maardu Linnavalitsus,17018317,OÜ Maardu Teenused,äriühingud ja tulundusasutused,Registreeritud 28.06.2024
KOV,Saaremaa Vallavalitsus,70002058,Saaremaa Toetava Hariduse Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,70002822,Lahmuse Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Rakvere Vallavalitsus,70004784,Näpi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,74002538,Kõrveküla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000070,Pärnu Vana-Sauga Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000093,Pärnu Kesklinna Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000101,Pärnu Liblika Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000124,Pärnu Lasteaed Mai,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000153,Pärnu Lasteaed Pöialpoiss,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000176,Pärnu Ülejõe Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000182,Pärnu Lasteaed Trall,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000199,Pärnu Kastani Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000213,Pärnu Tammsaare Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000229,Pärnu Rääma Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000259,Pärnu Kuninga Tänava Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000265,Pärnu Vanalinna Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000288,Pärnu Tammsaare Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000294,Pärnu Raeküla Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000302,Pärnu Ülejõe Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000319,Pärnu Ühisgümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000354,Pärnu Õppenõustamiskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000377,Pärnu Kunstide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000383,Pärnu Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000393,Pernova Hariduskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000443,Tammiste Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000489,Pärnu Linnaorkester,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000495,Pärnu Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75000512,Pärnu Linnagalerii,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75000609,Surju Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75000615,Surju Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75000621,Surju Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75000644,Surju Hooldekodu Videvik,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75000667,Tootsi Lasteaed-Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75000727,Tootsi Kultuuri- ja Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75000806,Häädemeeste Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75000816,Kabli Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75000822,Häädemeeste Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75000845,Metsapoole Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75000851,Häädemeeste Keskkool,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75000868,Häädemeeste Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Häädemeeste Vallavalitsus,75000880,Treimani Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75000934,Kääpa Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75001046,Kohtla-Järve Sotsiaalhoolekandekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75001075,Paikuse Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75001081,Paikuse Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,75001282,Osula Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75001342,Pärnu Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001365,Kaisma Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001388,Kergu Lasteaed-algkool,valla või linna ametiasutuste hallatav asutus,
KOV,Toila Vallavalitsus,75001497,Voka Lasteaed Naksitrallid,valla või linna ametiasutuste hallatav asutus,
KOV,Toila Vallavalitsus,75001514,Toila Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Toila Vallavalitsus,75001537,Toila Muusika- ja Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Toila Vallavalitsus,75001543,Toila Vallaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001626,Vändra Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001649,Vändra Alevi Hoolekandekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001655,M. Lüdigi nimeline Vändra Muusika- ja Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75001690,Karula Hooldemaja,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75001709,Lüllemäe Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001773,Pärnu-Jaagupi Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001780,Pärnu-Jaagupi Lasteaed Pesamuna,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001796,Pärnu-Jaagupi Muusikakool,valla või linna ametiasutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75001804,Pärnu-Jaagupi Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Rõuge Vallavalitsus,75001891,Rõuge Valla Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Rõuge Vallavalitsus,75001939,Rõuge Valla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Rõuge Vallavalitsus,75001945,Rõuge Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Rõuge Vallavalitsus,75001951,Rõuge Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Rõuge Vallavalitsus,75001968,Rõuge Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75001997,Lääne-Harju Muusika- ja Kunstide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75002005,Rummu Lasteaed Lepatriinu,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75002011,Vasalemma Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75002034,Vasalemma Lasteaed Sajajalgne,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75002100,Tabivere Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75002117,J.V. Veski nimeline Maarja-Magdaleena Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75002123,Tabivere Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75002132,Maarja-Magdaleena rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75002146,Tabivere Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75002169,Maarja-Magdaleena Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75002235,Tsirguliina Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75002353,Aakre Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75002382,Aakre Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Otepää Vallavalitsus,75002413,Puka Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75002459,Paide Hammerbecki Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75002465,Paide Hillar Hanssoo Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75002488,Paide Sookure Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75002494,PAIde Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75002502,Paide Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75002519,Paide Muusika- ja Teatrimaja,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75002525,Paide Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75002531,Järvamaa Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Jõhvi Vallavalitsus,75002583,Jõhvi Kesklinna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõhvi Vallavalitsus,75002590,Jõhvi Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõhvi Vallavalitsus,75002608,Jõhvi Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõhvi Vallavalitsus,75002620,Jõhvi Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Jõhvi Vallavalitsus,75002637,Jõhvi Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõhvi Vallavalitsus,75002666,Jõhvi Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002749,Kohtla-Järve Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002778,Kohtla-Järve Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002784,Kohtla-Järve Kunstide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002790,Ahtme Kunstide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002809,Ahtme klubi,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002867,Kohtla-Järve Lasteaed Tareke,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002884,Kohtla-Järve Lasteaed Pääsuke,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002896,Kohtla-Järve Lasteaed Punamütsike,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002904,Kohtla-Järve Lasteaed Muinasjutt,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002910,Kohtla-Järve lasteaed Väikemees,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002927,Kohtla-Järve Lasteaed Buratino,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002933,Kohtla-Järve Lasteaed Kirju-Mirju,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002949,Kohtla-Järve Lasteaed Rukkilill,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002962,Kohtla-Järve Lasteaed Tuvike,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75002991,Kohtla-Järve Lasteaed Karuke,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75003007,Kohtla-Järve Lasteaed Tuhkatriinu,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75003016,Kohtla-Järve Lasteaed Aljonuška,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75003022,Kohtla-Järve Lasteaed Kakuke,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75003039,Kohtla-Järve Lasteaed Lepatriinu,valla või linna ametiasutuste hallatav asutus,
